"","run","year","precip"
"45920",1837,"20",80.01
"45921",1837,"21",80.01
"45922",1837,"22",53.34
"45923",1837,"23",53.34
"45924",1837,"24",53.34
"45925",1837,"25",26.67
"45926",1838,"1",53.34
"45927",1838,"2",53.34
"45928",1838,"3",26.67
"45929",1838,"4",53.34
"45930",1838,"5",53.34
"45931",1838,"6",26.67
"45932",1838,"7",26.67
"45933",1838,"8",53.34
"45934",1838,"9",53.34
"45935",1838,"10",53.34
"45936",1838,"11",53.34
"45937",1838,"12",26.67
"45938",1838,"13",53.34
"45939",1838,"14",80.01
"45940",1838,"15",53.34
"45941",1838,"16",53.34
"45942",1838,"17",53.34
"45943",1838,"18",53.34
"45944",1838,"19",80.01
"45945",1838,"20",26.67
"45946",1838,"21",80.01
"45947",1838,"22",26.67
"45948",1838,"23",53.34
"45949",1838,"24",53.34
"45950",1838,"25",80.01
"45951",1839,"1",26.67
"45952",1839,"2",26.67
"45953",1839,"3",53.34
"45954",1839,"4",53.34
"45955",1839,"5",26.67
"45956",1839,"6",106.68
"45957",1839,"7",80.01
"45958",1839,"8",53.34
"45959",1839,"9",26.67
"45960",1839,"10",106.68
"45961",1839,"11",53.34
"45962",1839,"12",53.34
"45963",1839,"13",53.34
"45964",1839,"14",26.67
"45965",1839,"15",26.67
"45966",1839,"16",26.67
"45967",1839,"17",53.34
"45968",1839,"18",26.67
"45969",1839,"19",26.67
"45970",1839,"20",53.34
"45971",1839,"21",53.34
"45972",1839,"22",53.34
"45973",1839,"23",26.67
"45974",1839,"24",106.68
"45975",1839,"25",80.01
"45976",1840,"1",53.34
"45977",1840,"2",26.67
"45978",1840,"3",53.34
"45979",1840,"4",53.34
"45980",1840,"5",53.34
"45981",1840,"6",26.67
"45982",1840,"7",53.34
"45983",1840,"8",80.01
"45984",1840,"9",106.68
"45985",1840,"10",53.34
"45986",1840,"11",53.34
"45987",1840,"12",53.34
"45988",1840,"13",26.67
"45989",1840,"14",26.67
"45990",1840,"15",53.34
"45991",1840,"16",8.89
"45992",1840,"17",53.34
"45993",1840,"18",53.34
"45994",1840,"19",53.34
"45995",1840,"20",80.01
"45996",1840,"21",53.34
"45997",1840,"22",53.34
"45998",1840,"23",80.01
"45999",1840,"24",53.34
"46000",1840,"25",53.34
"46001",1841,"1",53.34
"46002",1841,"2",106.68
"46003",1841,"3",53.34
"46004",1841,"4",53.34
"46005",1841,"5",26.67
"46006",1841,"6",8.89
"46007",1841,"7",53.34
"46008",1841,"8",106.68
"46009",1841,"9",53.34
"46010",1841,"10",26.67
"46011",1841,"11",26.67
"46012",1841,"12",53.34
"46013",1841,"13",53.34
"46014",1841,"14",53.34
"46015",1841,"15",8.89
"46016",1841,"16",26.67
"46017",1841,"17",106.68
"46018",1841,"18",26.67
"46019",1841,"19",26.67
"46020",1841,"20",53.34
"46021",1841,"21",53.34
"46022",1841,"22",8.89
"46023",1841,"23",106.68
"46024",1841,"24",26.67
"46025",1841,"25",53.34
"46026",1842,"1",53.34
"46027",1842,"2",53.34
"46028",1842,"3",26.67
"46029",1842,"4",53.34
"46030",1842,"5",53.34
"46031",1842,"6",80.01
"46032",1842,"7",53.34
"46033",1842,"8",53.34
"46034",1842,"9",106.68
"46035",1842,"10",26.67
"46036",1842,"11",26.67
"46037",1842,"12",53.34
"46038",1842,"13",53.34
"46039",1842,"14",106.68
"46040",1842,"15",26.67
"46041",1842,"16",53.34
"46042",1842,"17",80.01
"46043",1842,"18",26.67
"46044",1842,"19",53.34
"46045",1842,"20",26.67
"46046",1842,"21",53.34
"46047",1842,"22",26.67
"46048",1842,"23",53.34
"46049",1842,"24",26.67
"46050",1842,"25",106.68
"46051",1843,"1",53.34
"46052",1843,"2",53.34
"46053",1843,"3",53.34
"46054",1843,"4",53.34
"46055",1843,"5",26.67
"46056",1843,"6",53.34
"46057",1843,"7",53.34
"46058",1843,"8",53.34
"46059",1843,"9",26.67
"46060",1843,"10",53.34
"46061",1843,"11",26.67
"46062",1843,"12",53.34
"46063",1843,"13",53.34
"46064",1843,"14",26.67
"46065",1843,"15",26.67
"46066",1843,"16",8.89
"46067",1843,"17",53.34
"46068",1843,"18",26.67
"46069",1843,"19",26.67
"46070",1843,"20",26.67
"46071",1843,"21",26.67
"46072",1843,"22",80.01
"46073",1843,"23",26.67
"46074",1843,"24",80.01
"46075",1843,"25",80.01
"46076",1844,"1",53.34
"46077",1844,"2",26.67
"46078",1844,"3",53.34
"46079",1844,"4",53.34
"46080",1844,"5",53.34
"46081",1844,"6",53.34
"46082",1844,"7",106.68
"46083",1844,"8",53.34
"46084",1844,"9",26.67
"46085",1844,"10",53.34
"46086",1844,"11",8.89
"46087",1844,"12",53.34
"46088",1844,"13",53.34
"46089",1844,"14",26.67
"46090",1844,"15",53.34
"46091",1844,"16",106.68
"46092",1844,"17",26.67
"46093",1844,"18",26.67
"46094",1844,"19",53.34
"46095",1844,"20",80.01
"46096",1844,"21",26.67
"46097",1844,"22",80.01
"46098",1844,"23",26.67
"46099",1844,"24",80.01
"46100",1844,"25",26.67
"46101",1845,"1",53.34
"46102",1845,"2",53.34
"46103",1845,"3",53.34
"46104",1845,"4",53.34
"46105",1845,"5",106.68
"46106",1845,"6",53.34
"46107",1845,"7",53.34
"46108",1845,"8",53.34
"46109",1845,"9",80.01
"46110",1845,"10",53.34
"46111",1845,"11",26.67
"46112",1845,"12",53.34
"46113",1845,"13",106.68
"46114",1845,"14",53.34
"46115",1845,"15",53.34
"46116",1845,"16",53.34
"46117",1845,"17",80.01
"46118",1845,"18",80.01
"46119",1845,"19",53.34
"46120",1845,"20",106.68
"46121",1845,"21",53.34
"46122",1845,"22",80.01
"46123",1845,"23",26.67
"46124",1845,"24",53.34
"46125",1845,"25",53.34
"46126",1846,"1",53.34
"46127",1846,"2",26.67
"46128",1846,"3",53.34
"46129",1846,"4",8.89
"46130",1846,"5",106.68
"46131",1846,"6",53.34
"46132",1846,"7",53.34
"46133",1846,"8",106.68
"46134",1846,"9",53.34
"46135",1846,"10",53.34
"46136",1846,"11",53.34
"46137",1846,"12",53.34
"46138",1846,"13",26.67
"46139",1846,"14",26.67
"46140",1846,"15",53.34
"46141",1846,"16",53.34
"46142",1846,"17",53.34
"46143",1846,"18",8.89
"46144",1846,"19",80.01
"46145",1846,"20",53.34
"46146",1846,"21",26.67
"46147",1846,"22",53.34
"46148",1846,"23",8.89
"46149",1846,"24",53.34
"46150",1846,"25",8.89
"46151",1847,"1",80.01
"46152",1847,"2",53.34
"46153",1847,"3",53.34
"46154",1847,"4",53.34
"46155",1847,"5",53.34
"46156",1847,"6",80.01
"46157",1847,"7",26.67
"46158",1847,"8",80.01
"46159",1847,"9",53.34
"46160",1847,"10",106.68
"46161",1847,"11",53.34
"46162",1847,"12",26.67
"46163",1847,"13",53.34
"46164",1847,"14",26.67
"46165",1847,"15",53.34
"46166",1847,"16",53.34
"46167",1847,"17",53.34
"46168",1847,"18",26.67
"46169",1847,"19",106.68
"46170",1847,"20",80.01
"46171",1847,"21",53.34
"46172",1847,"22",53.34
"46173",1847,"23",26.67
"46174",1847,"24",53.34
"46175",1847,"25",53.34
"46176",1848,"1",26.67
"46177",1848,"2",53.34
"46178",1848,"3",53.34
"46179",1848,"4",53.34
"46180",1848,"5",53.34
"46181",1848,"6",53.34
"46182",1848,"7",53.34
"46183",1848,"8",26.67
"46184",1848,"9",26.67
"46185",1848,"10",53.34
"46186",1848,"11",53.34
"46187",1848,"12",53.34
"46188",1848,"13",53.34
"46189",1848,"14",26.67
"46190",1848,"15",106.68
"46191",1848,"16",53.34
"46192",1848,"17",26.67
"46193",1848,"18",53.34
"46194",1848,"19",26.67
"46195",1848,"20",80.01
"46196",1848,"21",80.01
"46197",1848,"22",26.67
"46198",1848,"23",80.01
"46199",1848,"24",53.34
"46200",1848,"25",53.34
"46201",1849,"1",53.34
"46202",1849,"2",53.34
"46203",1849,"3",26.67
"46204",1849,"4",53.34
"46205",1849,"5",26.67
"46206",1849,"6",106.68
"46207",1849,"7",80.01
"46208",1849,"8",8.89
"46209",1849,"9",53.34
"46210",1849,"10",53.34
"46211",1849,"11",53.34
"46212",1849,"12",80.01
"46213",1849,"13",80.01
"46214",1849,"14",53.34
"46215",1849,"15",106.68
"46216",1849,"16",26.67
"46217",1849,"17",53.34
"46218",1849,"18",53.34
"46219",1849,"19",53.34
"46220",1849,"20",26.67
"46221",1849,"21",80.01
"46222",1849,"22",53.34
"46223",1849,"23",53.34
"46224",1849,"24",26.67
"46225",1849,"25",80.01
"46226",1850,"1",53.34
"46227",1850,"2",53.34
"46228",1850,"3",53.34
"46229",1850,"4",53.34
"46230",1850,"5",53.34
"46231",1850,"6",80.01
"46232",1850,"7",53.34
"46233",1850,"8",53.34
"46234",1850,"9",53.34
"46235",1850,"10",26.67
"46236",1850,"11",26.67
"46237",1850,"12",53.34
"46238",1850,"13",53.34
"46239",1850,"14",106.68
"46240",1850,"15",53.34
"46241",1850,"16",53.34
"46242",1850,"17",53.34
"46243",1850,"18",26.67
"46244",1850,"19",106.68
"46245",1850,"20",106.68
"46246",1850,"21",53.34
"46247",1850,"22",53.34
"46248",1850,"23",53.34
"46249",1850,"24",53.34
"46250",1850,"25",53.34
"46251",1851,"1",26.67
"46252",1851,"2",80.01
"46253",1851,"3",53.34
"46254",1851,"4",53.34
"46255",1851,"5",53.34
"46256",1851,"6",53.34
"46257",1851,"7",53.34
"46258",1851,"8",53.34
"46259",1851,"9",53.34
"46260",1851,"10",26.67
"46261",1851,"11",80.01
"46262",1851,"12",53.34
"46263",1851,"13",106.68
"46264",1851,"14",80.01
"46265",1851,"15",53.34
"46266",1851,"16",26.67
"46267",1851,"17",26.67
"46268",1851,"18",53.34
"46269",1851,"19",53.34
"46270",1851,"20",53.34
"46271",1851,"21",53.34
"46272",1851,"22",53.34
"46273",1851,"23",53.34
"46274",1851,"24",53.34
"46275",1851,"25",53.34
"46276",1852,"1",53.34
"46277",1852,"2",53.34
"46278",1852,"3",53.34
"46279",1852,"4",53.34
"46280",1852,"5",53.34
"46281",1852,"6",26.67
"46282",1852,"7",53.34
"46283",1852,"8",53.34
"46284",1852,"9",80.01
"46285",1852,"10",26.67
"46286",1852,"11",53.34
"46287",1852,"12",53.34
"46288",1852,"13",53.34
"46289",1852,"14",26.67
"46290",1852,"15",53.34
"46291",1852,"16",8.89
"46292",1852,"17",53.34
"46293",1852,"18",53.34
"46294",1852,"19",26.67
"46295",1852,"20",26.67
"46296",1852,"21",26.67
"46297",1852,"22",53.34
"46298",1852,"23",106.68
"46299",1852,"24",53.34
"46300",1852,"25",26.67
"46301",1853,"1",26.67
"46302",1853,"2",80.01
"46303",1853,"3",53.34
"46304",1853,"4",53.34
"46305",1853,"5",53.34
"46306",1853,"6",53.34
"46307",1853,"7",53.34
"46308",1853,"8",53.34
"46309",1853,"9",26.67
"46310",1853,"10",80.01
"46311",1853,"11",26.67
"46312",1853,"12",53.34
"46313",1853,"13",26.67
"46314",1853,"14",26.67
"46315",1853,"15",8.89
"46316",1853,"16",26.67
"46317",1853,"17",53.34
"46318",1853,"18",53.34
"46319",1853,"19",53.34
"46320",1853,"20",53.34
"46321",1853,"21",26.67
"46322",1853,"22",53.34
"46323",1853,"23",53.34
"46324",1853,"24",53.34
"46325",1853,"25",26.67
"46326",1854,"1",26.67
"46327",1854,"2",106.68
"46328",1854,"3",53.34
"46329",1854,"4",8.89
"46330",1854,"5",53.34
"46331",1854,"6",53.34
"46332",1854,"7",53.34
"46333",1854,"8",53.34
"46334",1854,"9",53.34
"46335",1854,"10",53.34
"46336",1854,"11",53.34
"46337",1854,"12",53.34
"46338",1854,"13",53.34
"46339",1854,"14",53.34
"46340",1854,"15",53.34
"46341",1854,"16",53.34
"46342",1854,"17",26.67
"46343",1854,"18",53.34
"46344",1854,"19",53.34
"46345",1854,"20",26.67
"46346",1854,"21",80.01
"46347",1854,"22",53.34
"46348",1854,"23",53.34
"46349",1854,"24",80.01
"46350",1854,"25",53.34
"46351",1855,"1",53.34
"46352",1855,"2",53.34
"46353",1855,"3",53.34
"46354",1855,"4",53.34
"46355",1855,"5",26.67
"46356",1855,"6",26.67
"46357",1855,"7",53.34
"46358",1855,"8",53.34
"46359",1855,"9",26.67
"46360",1855,"10",8.89
"46361",1855,"11",53.34
"46362",1855,"12",26.67
"46363",1855,"13",53.34
"46364",1855,"14",53.34
"46365",1855,"15",26.67
"46366",1855,"16",53.34
"46367",1855,"17",80.01
"46368",1855,"18",53.34
"46369",1855,"19",53.34
"46370",1855,"20",26.67
"46371",1855,"21",26.67
"46372",1855,"22",26.67
"46373",1855,"23",26.67
"46374",1855,"24",53.34
"46375",1855,"25",53.34
"46376",1856,"1",26.67
"46377",1856,"2",106.68
"46378",1856,"3",80.01
"46379",1856,"4",53.34
"46380",1856,"5",53.34
"46381",1856,"6",53.34
"46382",1856,"7",53.34
"46383",1856,"8",26.67
"46384",1856,"9",53.34
"46385",1856,"10",53.34
"46386",1856,"11",53.34
"46387",1856,"12",106.68
"46388",1856,"13",53.34
"46389",1856,"14",53.34
"46390",1856,"15",53.34
"46391",1856,"16",53.34
"46392",1856,"17",26.67
"46393",1856,"18",53.34
"46394",1856,"19",53.34
"46395",1856,"20",106.68
"46396",1856,"21",80.01
"46397",1856,"22",26.67
"46398",1856,"23",53.34
"46399",1856,"24",53.34
"46400",1856,"25",53.34
"46401",1857,"1",80.01
"46402",1857,"2",26.67
"46403",1857,"3",53.34
"46404",1857,"4",26.67
"46405",1857,"5",53.34
"46406",1857,"6",53.34
"46407",1857,"7",80.01
"46408",1857,"8",53.34
"46409",1857,"9",53.34
"46410",1857,"10",8.89
"46411",1857,"11",80.01
"46412",1857,"12",53.34
"46413",1857,"13",26.67
"46414",1857,"14",26.67
"46415",1857,"15",8.89
"46416",1857,"16",26.67
"46417",1857,"17",53.34
"46418",1857,"18",53.34
"46419",1857,"19",53.34
"46420",1857,"20",53.34
"46421",1857,"21",26.67
"46422",1857,"22",53.34
"46423",1857,"23",53.34
"46424",1857,"24",26.67
"46425",1857,"25",53.34
"46426",1858,"1",53.34
"46427",1858,"2",26.67
"46428",1858,"3",26.67
"46429",1858,"4",53.34
"46430",1858,"5",53.34
"46431",1858,"6",26.67
"46432",1858,"7",53.34
"46433",1858,"8",80.01
"46434",1858,"9",53.34
"46435",1858,"10",53.34
"46436",1858,"11",53.34
"46437",1858,"12",53.34
"46438",1858,"13",53.34
"46439",1858,"14",106.68
"46440",1858,"15",53.34
"46441",1858,"16",53.34
"46442",1858,"17",26.67
"46443",1858,"18",8.89
"46444",1858,"19",26.67
"46445",1858,"20",26.67
"46446",1858,"21",80.01
"46447",1858,"22",53.34
"46448",1858,"23",26.67
"46449",1858,"24",53.34
"46450",1858,"25",53.34
"46451",1859,"1",53.34
"46452",1859,"2",53.34
"46453",1859,"3",53.34
"46454",1859,"4",53.34
"46455",1859,"5",80.01
"46456",1859,"6",53.34
"46457",1859,"7",26.67
"46458",1859,"8",26.67
"46459",1859,"9",53.34
"46460",1859,"10",80.01
"46461",1859,"11",53.34
"46462",1859,"12",106.68
"46463",1859,"13",26.67
"46464",1859,"14",8.89
"46465",1859,"15",53.34
"46466",1859,"16",53.34
"46467",1859,"17",53.34
"46468",1859,"18",106.68
"46469",1859,"19",26.67
"46470",1859,"20",80.01
"46471",1859,"21",53.34
"46472",1859,"22",26.67
"46473",1859,"23",53.34
"46474",1859,"24",26.67
"46475",1859,"25",53.34
"46476",1860,"1",26.67
"46477",1860,"2",53.34
"46478",1860,"3",53.34
"46479",1860,"4",53.34
"46480",1860,"5",53.34
"46481",1860,"6",53.34
"46482",1860,"7",53.34
"46483",1860,"8",80.01
"46484",1860,"9",106.68
"46485",1860,"10",80.01
"46486",1860,"11",53.34
"46487",1860,"12",8.89
"46488",1860,"13",53.34
"46489",1860,"14",26.67
"46490",1860,"15",26.67
"46491",1860,"16",26.67
"46492",1860,"17",53.34
"46493",1860,"18",53.34
"46494",1860,"19",53.34
"46495",1860,"20",53.34
"46496",1860,"21",53.34
"46497",1860,"22",53.34
"46498",1860,"23",53.34
"46499",1860,"24",80.01
"46500",1860,"25",53.34
"46501",1861,"1",26.67
"46502",1861,"2",53.34
"46503",1861,"3",8.89
"46504",1861,"4",53.34
"46505",1861,"5",80.01
"46506",1861,"6",53.34
"46507",1861,"7",53.34
"46508",1861,"8",53.34
"46509",1861,"9",53.34
"46510",1861,"10",53.34
"46511",1861,"11",26.67
"46512",1861,"12",80.01
"46513",1861,"13",26.67
"46514",1861,"14",26.67
"46515",1861,"15",53.34
"46516",1861,"16",53.34
"46517",1861,"17",80.01
"46518",1861,"18",26.67
"46519",1861,"19",53.34
"46520",1861,"20",26.67
"46521",1861,"21",80.01
"46522",1861,"22",53.34
"46523",1861,"23",53.34
"46524",1861,"24",80.01
"46525",1861,"25",53.34
"46526",1862,"1",53.34
"46527",1862,"2",53.34
"46528",1862,"3",53.34
"46529",1862,"4",26.67
"46530",1862,"5",26.67
"46531",1862,"6",106.68
"46532",1862,"7",53.34
"46533",1862,"8",53.34
"46534",1862,"9",53.34
"46535",1862,"10",53.34
"46536",1862,"11",53.34
"46537",1862,"12",53.34
"46538",1862,"13",53.34
"46539",1862,"14",53.34
"46540",1862,"15",53.34
"46541",1862,"16",53.34
"46542",1862,"17",8.89
"46543",1862,"18",53.34
"46544",1862,"19",26.67
"46545",1862,"20",8.89
"46546",1862,"21",53.34
"46547",1862,"22",53.34
"46548",1862,"23",53.34
"46549",1862,"24",53.34
"46550",1862,"25",53.34
"46551",1863,"1",53.34
"46552",1863,"2",8.89
"46553",1863,"3",53.34
"46554",1863,"4",80.01
"46555",1863,"5",53.34
"46556",1863,"6",53.34
"46557",1863,"7",53.34
"46558",1863,"8",53.34
"46559",1863,"9",53.34
"46560",1863,"10",53.34
"46561",1863,"11",53.34
"46562",1863,"12",26.67
"46563",1863,"13",53.34
"46564",1863,"14",53.34
"46565",1863,"15",53.34
"46566",1863,"16",53.34
"46567",1863,"17",53.34
"46568",1863,"18",53.34
"46569",1863,"19",53.34
"46570",1863,"20",53.34
"46571",1863,"21",53.34
"46572",1863,"22",26.67
"46573",1863,"23",26.67
"46574",1863,"24",53.34
"46575",1863,"25",26.67
"46576",1864,"1",53.34
"46577",1864,"2",53.34
"46578",1864,"3",8.89
"46579",1864,"4",53.34
"46580",1864,"5",53.34
"46581",1864,"6",26.67
"46582",1864,"7",8.89
"46583",1864,"8",53.34
"46584",1864,"9",53.34
"46585",1864,"10",53.34
"46586",1864,"11",53.34
"46587",1864,"12",8.89
"46588",1864,"13",26.67
"46589",1864,"14",53.34
"46590",1864,"15",53.34
"46591",1864,"16",26.67
"46592",1864,"17",26.67
"46593",1864,"18",53.34
"46594",1864,"19",53.34
"46595",1864,"20",53.34
"46596",1864,"21",53.34
"46597",1864,"22",26.67
"46598",1864,"23",53.34
"46599",1864,"24",53.34
"46600",1864,"25",80.01
"46601",1865,"1",53.34
"46602",1865,"2",53.34
"46603",1865,"3",26.67
"46604",1865,"4",53.34
"46605",1865,"5",26.67
"46606",1865,"6",53.34
"46607",1865,"7",53.34
"46608",1865,"8",53.34
"46609",1865,"9",53.34
"46610",1865,"10",53.34
"46611",1865,"11",80.01
"46612",1865,"12",53.34
"46613",1865,"13",53.34
"46614",1865,"14",53.34
"46615",1865,"15",53.34
"46616",1865,"16",53.34
"46617",1865,"17",80.01
"46618",1865,"18",53.34
"46619",1865,"19",53.34
"46620",1865,"20",53.34
"46621",1865,"21",53.34
"46622",1865,"22",53.34
"46623",1865,"23",80.01
"46624",1865,"24",53.34
"46625",1865,"25",53.34
"46626",1866,"1",53.34
"46627",1866,"2",53.34
"46628",1866,"3",26.67
"46629",1866,"4",53.34
"46630",1866,"5",53.34
"46631",1866,"6",53.34
"46632",1866,"7",80.01
"46633",1866,"8",80.01
"46634",1866,"9",53.34
"46635",1866,"10",26.67
"46636",1866,"11",26.67
"46637",1866,"12",26.67
"46638",1866,"13",53.34
"46639",1866,"14",53.34
"46640",1866,"15",53.34
"46641",1866,"16",53.34
"46642",1866,"17",80.01
"46643",1866,"18",26.67
"46644",1866,"19",53.34
"46645",1866,"20",106.68
"46646",1866,"21",53.34
"46647",1866,"22",8.89
"46648",1866,"23",26.67
"46649",1866,"24",26.67
"46650",1866,"25",8.89
"46651",1867,"1",53.34
"46652",1867,"2",26.67
"46653",1867,"3",53.34
"46654",1867,"4",106.68
"46655",1867,"5",53.34
"46656",1867,"6",26.67
"46657",1867,"7",53.34
"46658",1867,"8",53.34
"46659",1867,"9",53.34
"46660",1867,"10",53.34
"46661",1867,"11",53.34
"46662",1867,"12",53.34
"46663",1867,"13",26.67
"46664",1867,"14",53.34
"46665",1867,"15",53.34
"46666",1867,"16",80.01
"46667",1867,"17",26.67
"46668",1867,"18",26.67
"46669",1867,"19",53.34
"46670",1867,"20",26.67
"46671",1867,"21",53.34
"46672",1867,"22",80.01
"46673",1867,"23",53.34
"46674",1867,"24",53.34
"46675",1867,"25",53.34
"46676",1868,"1",8.89
"46677",1868,"2",53.34
"46678",1868,"3",53.34
"46679",1868,"4",53.34
"46680",1868,"5",53.34
"46681",1868,"6",80.01
"46682",1868,"7",26.67
"46683",1868,"8",80.01
"46684",1868,"9",53.34
"46685",1868,"10",53.34
"46686",1868,"11",53.34
"46687",1868,"12",53.34
"46688",1868,"13",8.89
"46689",1868,"14",53.34
"46690",1868,"15",106.68
"46691",1868,"16",26.67
"46692",1868,"17",53.34
"46693",1868,"18",26.67
"46694",1868,"19",26.67
"46695",1868,"20",53.34
"46696",1868,"21",53.34
"46697",1868,"22",53.34
"46698",1868,"23",26.67
"46699",1868,"24",80.01
"46700",1868,"25",53.34
"46701",1869,"1",53.34
"46702",1869,"2",53.34
"46703",1869,"3",8.89
"46704",1869,"4",26.67
"46705",1869,"5",53.34
"46706",1869,"6",53.34
"46707",1869,"7",80.01
"46708",1869,"8",53.34
"46709",1869,"9",26.67
"46710",1869,"10",26.67
"46711",1869,"11",53.34
"46712",1869,"12",53.34
"46713",1869,"13",53.34
"46714",1869,"14",80.01
"46715",1869,"15",53.34
"46716",1869,"16",26.67
"46717",1869,"17",8.89
"46718",1869,"18",26.67
"46719",1869,"19",53.34
"46720",1869,"20",26.67
"46721",1869,"21",80.01
"46722",1869,"22",53.34
"46723",1869,"23",106.68
"46724",1869,"24",26.67
"46725",1869,"25",8.89
"46726",1870,"1",26.67
"46727",1870,"2",53.34
"46728",1870,"3",80.01
"46729",1870,"4",26.67
"46730",1870,"5",53.34
"46731",1870,"6",53.34
"46732",1870,"7",53.34
"46733",1870,"8",26.67
"46734",1870,"9",80.01
"46735",1870,"10",80.01
"46736",1870,"11",80.01
"46737",1870,"12",26.67
"46738",1870,"13",53.34
"46739",1870,"14",26.67
"46740",1870,"15",53.34
"46741",1870,"16",106.68
"46742",1870,"17",53.34
"46743",1870,"18",53.34
"46744",1870,"19",53.34
"46745",1870,"20",80.01
"46746",1870,"21",80.01
"46747",1870,"22",80.01
"46748",1870,"23",26.67
"46749",1870,"24",53.34
"46750",1870,"25",53.34
"46751",1871,"1",53.34
"46752",1871,"2",53.34
"46753",1871,"3",8.89
"46754",1871,"4",26.67
"46755",1871,"5",53.34
"46756",1871,"6",26.67
"46757",1871,"7",26.67
"46758",1871,"8",26.67
"46759",1871,"9",26.67
"46760",1871,"10",53.34
"46761",1871,"11",26.67
"46762",1871,"12",80.01
"46763",1871,"13",53.34
"46764",1871,"14",53.34
"46765",1871,"15",53.34
"46766",1871,"16",53.34
"46767",1871,"17",53.34
"46768",1871,"18",53.34
"46769",1871,"19",53.34
"46770",1871,"20",53.34
"46771",1871,"21",26.67
"46772",1871,"22",80.01
"46773",1871,"23",80.01
"46774",1871,"24",53.34
"46775",1871,"25",53.34
"46776",1872,"1",53.34
"46777",1872,"2",53.34
"46778",1872,"3",53.34
"46779",1872,"4",26.67
"46780",1872,"5",53.34
"46781",1872,"6",53.34
"46782",1872,"7",53.34
"46783",1872,"8",26.67
"46784",1872,"9",53.34
"46785",1872,"10",53.34
"46786",1872,"11",53.34
"46787",1872,"12",53.34
"46788",1872,"13",80.01
"46789",1872,"14",53.34
"46790",1872,"15",26.67
"46791",1872,"16",26.67
"46792",1872,"17",26.67
"46793",1872,"18",53.34
"46794",1872,"19",53.34
"46795",1872,"20",26.67
"46796",1872,"21",26.67
"46797",1872,"22",53.34
"46798",1872,"23",53.34
"46799",1872,"24",80.01
"46800",1872,"25",26.67
"46801",1873,"1",53.34
"46802",1873,"2",53.34
"46803",1873,"3",53.34
"46804",1873,"4",53.34
"46805",1873,"5",26.67
"46806",1873,"6",53.34
"46807",1873,"7",53.34
"46808",1873,"8",26.67
"46809",1873,"9",80.01
"46810",1873,"10",26.67
"46811",1873,"11",80.01
"46812",1873,"12",53.34
"46813",1873,"13",8.89
"46814",1873,"14",53.34
"46815",1873,"15",106.68
"46816",1873,"16",53.34
"46817",1873,"17",26.67
"46818",1873,"18",53.34
"46819",1873,"19",53.34
"46820",1873,"20",53.34
"46821",1873,"21",80.01
"46822",1873,"22",53.34
"46823",1873,"23",53.34
"46824",1873,"24",26.67
"46825",1873,"25",26.67
"46826",1874,"1",80.01
"46827",1874,"2",53.34
"46828",1874,"3",26.67
"46829",1874,"4",106.68
"46830",1874,"5",80.01
"46831",1874,"6",53.34
"46832",1874,"7",53.34
"46833",1874,"8",53.34
"46834",1874,"9",26.67
"46835",1874,"10",53.34
"46836",1874,"11",80.01
"46837",1874,"12",53.34
"46838",1874,"13",106.68
"46839",1874,"14",53.34
"46840",1874,"15",53.34
"46841",1874,"16",53.34
"46842",1874,"17",53.34
"46843",1874,"18",53.34
"46844",1874,"19",53.34
"46845",1874,"20",8.89
"46846",1874,"21",26.67
"46847",1874,"22",26.67
"46848",1874,"23",53.34
"46849",1874,"24",53.34
"46850",1874,"25",26.67
"46851",1875,"1",53.34
"46852",1875,"2",53.34
"46853",1875,"3",26.67
"46854",1875,"4",53.34
"46855",1875,"5",53.34
"46856",1875,"6",53.34
"46857",1875,"7",53.34
"46858",1875,"8",53.34
"46859",1875,"9",106.68
"46860",1875,"10",26.67
"46861",1875,"11",106.68
"46862",1875,"12",26.67
"46863",1875,"13",53.34
"46864",1875,"14",53.34
"46865",1875,"15",53.34
"46866",1875,"16",80.01
"46867",1875,"17",53.34
"46868",1875,"18",26.67
"46869",1875,"19",26.67
"46870",1875,"20",53.34
"46871",1875,"21",53.34
"46872",1875,"22",53.34
"46873",1875,"23",53.34
"46874",1875,"24",53.34
"46875",1875,"25",53.34
"46876",1876,"1",53.34
"46877",1876,"2",106.68
"46878",1876,"3",53.34
"46879",1876,"4",26.67
"46880",1876,"5",8.89
"46881",1876,"6",26.67
"46882",1876,"7",26.67
"46883",1876,"8",53.34
"46884",1876,"9",53.34
"46885",1876,"10",53.34
"46886",1876,"11",26.67
"46887",1876,"12",26.67
"46888",1876,"13",80.01
"46889",1876,"14",26.67
"46890",1876,"15",80.01
"46891",1876,"16",106.68
"46892",1876,"17",53.34
"46893",1876,"18",26.67
"46894",1876,"19",26.67
"46895",1876,"20",26.67
"46896",1876,"21",53.34
"46897",1876,"22",80.01
"46898",1876,"23",53.34
"46899",1876,"24",53.34
"46900",1876,"25",8.89
"46901",1877,"1",80.01
"46902",1877,"2",26.67
"46903",1877,"3",80.01
"46904",1877,"4",106.68
"46905",1877,"5",8.89
"46906",1877,"6",53.34
"46907",1877,"7",8.89
"46908",1877,"8",53.34
"46909",1877,"9",53.34
"46910",1877,"10",53.34
"46911",1877,"11",53.34
"46912",1877,"12",26.67
"46913",1877,"13",53.34
"46914",1877,"14",106.68
"46915",1877,"15",53.34
"46916",1877,"16",80.01
"46917",1877,"17",53.34
"46918",1877,"18",53.34
